"filename", "language", "SCSS", "JavaScript", "PostCSS", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Sections/Sections.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 4, 31
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Sections/Sections.scss", "SCSS", 55, 0, 0, 0, 0, 0, 0, 9, 64
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Sections/icons/PlusIcon.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 2, 25
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/templates/MasterTemplate.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 4, 20
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/templates/MasterTemplate.scss", "SCSS", 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/ArticlePage/ArticlePage.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 4, 47
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/ArticlePage/ArticlePage.scss", "SCSS", 149, 0, 0, 0, 0, 0, 1, 31, 181
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/CalendarPage/CalendarPage.js", "JavaScript", 0, 75, 0, 0, 0, 0, 1, 14, 90
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/CalendarPage/CalendarPage.scss", "SCSS", 128, 0, 0, 0, 0, 0, 4, 29, 161
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/Homepage/Homepage.js", "JavaScript", 0, 128, 0, 0, 0, 0, 1, 13, 142
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/Homepage/Homepage.scss", "SCSS", 181, 0, 0, 0, 0, 0, 0, 43, 224
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/KinderPage/KinderPage.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 6, 63
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/KinderPage/KinderPage.scss", "SCSS", 118, 0, 0, 0, 0, 0, 0, 20, 138
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/LoginPage/LoginPage.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 7, 45
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/LoginPage/LoginPage.scss", "SCSS", 90, 0, 0, 0, 0, 0, 0, 17, 107
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/NewsPage/NewsPage.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 3, 21
